test,银行汇票的单据,1,http://wk.baidu.com/view/c9b0f00cf242336c1fb95e1d,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
test,银行汇票的单据,2,http://baike.sogou.com/m/fullLemma?lid=5963425&fromTitle=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E4%B8%9A%E5%8A%A1%E5%87%86%E5%85%A5.%E9%80%80%E5%87%BA%E7%AE%A1%E7%90%86%E8%A7%84%E5%AE%9A,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
test,银行汇票的单据,3,http://wenwen.sogou.com/z/q774079916.htm,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
online,银行汇票的单据,1,http://wk.baidu.com/view/c9b0f00cf242336c1fb95e1d,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
online,银行汇票的单据,2,http://wenwen.sogou.com/z/q774079916.htm,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
online,银行汇票的单据,3,http://wenwen.sogou.com/z/q871675778.htm|http://wenwen.sogou.com/z/q802831748.htm|,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
baidu,银行汇票的单据,1,baiduurl,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
baidu,银行汇票的单据,2,baiduurl,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
baidu,银行汇票的单据,3,baiduurl,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E9%93%B6%E8%A1%8C%E6%B1%87%E7%A5%A8%E7%9A%84%E5%8D%95%E6%8D%AE
test,彪马,1,http://m-cn.puma.com/,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
test,彪马,2,http://baike.sogou.com/m/fullLemma?lid=692956&fromTitle=%E5%BD%AA%E9%A9%AC,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
test,彪马,3,https://ishop.sogou.com/redirect.htm?sogouReferer=vr&redirect=https%3A%2F%2Fgouwu.sogou.com%2Fshop%3Fp%3D40251500%26query%3D%25B1%25EB%25C2%25ED%26adsParity%3Db65dfee5-f7c3-4fe5-9677-c9381f70adc5%252526vrstyle%25253Dsitu&isWap=1,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
online,彪马,1,http://m-cn.puma.com/,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
online,彪马,2,https://ishop.sogou.com/redirect.htm?sogouReferer=vr&redirect=https%3A%2F%2Fgouwu.sogou.com%2Fshop%3Fp%3D40251500%26query%3D%25B1%25EB%25C2%25ED%26adsParity%3Db65dfee5-f7c3-4fe5-9677-c9381f70adc5%252526vrstyle%25253Dsitu&isWap=1,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
online,彪马,3,http://baike.sogou.com/m/fullLemma?lid=692956&fromTitle=%E5%BD%AA%E9%A9%AC,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
baidu,彪马,1,baiduurl,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
baidu,彪马,2,baiduurl,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
baidu,彪马,3,baiduurl,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E5%BD%AA%E9%A9%AC
test,旅游指南,1,http://www.zglyzn.com/,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E6%97%85%E6%B8%B8%E6%8C%87%E5%8D%97
test,旅游指南,2,http://baike.sogou.com/m/fullLemma?lid=73912464&fromTitle=%E6%97%85%E6%B8%B8%E6%8C%87%E5%8D%97,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E6%97%85%E6%B8%B8%E6%8C%87%E5%8D%97
test,旅游指南,3,http://pic.sogou.com/pic/searchList.jsp?keyword=%E6%97%85%E6%B8%B8%E6%8C%87%E5%8D%97&v=5&st=255&mode=255&policyType=0,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E6%97%85%E6%B8%B8%E6%8C%87%E5%8D%97
online,旅游指南,1,http://www.zglyzn.com/,http://task.www.sogou.com/getsnapshot?cmd=show&type=mtt_snapshotaddr&wap=1&mtt_task_id=46393&query=%E6%97%85%E6%B8%B8%E6%8C%87%E5%8D%97
